,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
342,281,Kevin Martin,SG,32,TOT,55,1095,11.5,0.52,0.325,0.411,1.5,10.0,5.8,8.2,1.2,0.2,9.8,22.6,,0.7,0.5,1.2,0.054,,-1.6,-1.6,-3.2,-0.4,martike02,2015-16
343,281,Kevin Martin,SG,32,MIN,39,834,11.9,0.523,0.308,0.425,1.4,9.8,5.6,8.8,1.0,0.1,9.4,23.5,,0.7,0.1,0.8,0.045,,-1.2,-2.0,-3.2,-0.3,martike02,2015-16
344,281,Kevin Martin,SG,32,SAS,16,261,10.1,0.504,0.388,0.353,1.8,10.6,6.3,6.4,1.8,0.6,11.7,19.5,,0.0,0.4,0.4,0.082,,-3.1,-0.4,-3.4,-0.1,martike02,2015-16
345,282,Wesley Matthews,SF,29,DAL,78,2644,10.9,0.532,0.615,0.171,1.1,8.8,4.9,8.9,1.5,0.5,7.8,17.2,,1.9,1.8,3.7,0.067,,-0.9,-0.1,-1.0,0.6,matthwe02,2015-16
346,283,O.J. Mayo,SG,28,MIL,41,1090,7.7,0.474,0.505,0.125,1.4,9.6,5.5,15.8,2.2,0.6,17.5,17.0,,-0.7,0.6,-0.1,-0.005,,-3.8,-0.2,-4.0,-0.6,mayooj01,2015-16
347,284,Luc Mbah a Moute,PF,29,LAC,75,1274,7.3,0.498,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,,0.2,1.3,1.6,0.059,,-3.2,0.6,-2.6,-0.2,mbahalu01,2015-16
348,285,James Michael McAdoo,PF,23,GSW,41,262,15.9,0.554,0.024,0.583,13.1,10.9,11.9,9.2,1.8,2.2,13.2,20.1,,0.5,0.3,0.8,0.146,,-1.5,-0.3,-1.8,0.0,mcadoja01,2015-16
349,286,Ray McCallum,PG,24,TOT,41,475,9.1,0.449,0.288,0.103,1.9,9.3,5.6,18.5,1.3,1.2,13.6,16.8,,-0.2,0.5,0.3,0.034,,-2.6,-0.5,-3.1,-0.1,mccalra01,2015-16
350,286,Ray McCallum,PG,24,SAS,31,256,10.3,0.476,0.239,0.149,2.8,10.8,6.9,17.7,1.0,1.2,13.3,14.7,,0.1,0.4,0.5,0.092,,-2.3,0.5,-1.7,0.0,mccalra01,2015-16
351,286,Ray McCallum,PG,24,MEM,10,219,7.7,0.425,0.329,0.063,1.0,7.6,4.2,19.5,1.6,1.3,13.8,19.3,,-0.3,0.1,-0.2,-0.033,,-3.0,-1.6,-4.7,-0.1,mccalra01,2015-16
352,287,CJ McCollum,SG,24,POR,80,2780,17.7,0.544,0.33,0.158,1.8,8.3,5.0,21.6,1.7,0.6,11.4,27.1,,4.4,1.7,6.0,0.104,,2.3,-1.0,1.3,2.3,mccolcj01,2015-16
353,288,T.J. McConnell,PG,23,PHI,81,1606,14.5,0.511,0.192,0.088,2.8,14.5,8.5,37.2,2.9,0.5,22.5,17.0,,0.6,1.4,1.9,0.058,,-1.5,0.3,-1.2,0.3,mccontj01,2015-16
354,289,Chris McCullough,PF,20,BRK,24,362,12.2,0.47,0.312,0.211,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,,-0.1,0.4,0.3,0.043,,-2.7,0.4,-2.4,0.0,mcculch01,2015-16
355,290,K.J. McDaniels,SF,22,HOU,37,235,10.6,0.522,0.347,0.417,7.5,12.3,9.9,6.5,1.5,2.1,16.6,18.7,,0.1,0.1,0.2,0.043,,-2.8,-1.1,-3.9,-0.1,mcdankj01,2015-16
356,291,Doug McDermott,SF,24,CHI,81,1861,10.9,0.561,0.402,0.13,2.1,8.8,5.5,5.0,0.4,0.2,7.2,17.3,,2.1,0.7,2.8,0.073,,-1.0,-1.9,-2.9,-0.4,mcderdo01,2015-16
357,292,Mitch McGary,PF,23,OKC,20,72,7.4,0.474,0.174,0.435,6.4,20.1,13.6,6.0,0.7,2.1,20.3,20.4,,-0.1,0.1,0.0,-0.018,,-6.0,-1.3,-7.3,-0.1,mcgarmi01,2015-16
358,293,JaVale McGee,C,28,DAL,34,370,19.9,0.574,0.007,0.269,15.8,23.7,19.7,1.5,0.7,5.9,12.3,21.1,,0.6,0.5,1.1,0.146,,-0.2,-0.2,-0.3,0.1,mcgeeja01,2015-16
359,294,Ben McLemore,SG,22,SAC,68,1443,8.6,0.531,0.407,0.226,2.6,8.5,5.6,7.9,1.7,0.6,16.5,17.6,,-0.4,0.7,0.3,0.01,,-3.1,-0.7,-3.8,-0.7,mclembe01,2015-16
360,295,Jordan McRae,PG,24,TOT,22,195,14.2,0.548,0.282,0.359,2.3,9.2,5.7,20.9,0.7,0.4,14.2,23.9,,0.2,0.1,0.4,0.087,,0.0,-1.9,-1.8,0.0,mcraejo01,2015-16
361,295,Jordan McRae,PG,24,PHO,7,82,14.2,0.567,0.423,0.577,2.6,8.1,5.3,19.1,1.8,0.0,15.5,20.0,,0.1,0.0,0.2,0.096,,-0.9,-0.2,-1.1,0.0,mcraejo01,2015-16
362,295,Jordan McRae,PG,24,CLE,15,113,14.2,0.537,0.212,0.25,2.0,9.9,6.0,22.3,0.0,0.7,13.5,26.7,,0.1,0.1,0.2,0.081,,0.7,-3.0,-2.4,0.0,mcraejo01,2015-16
363,296,Josh McRoberts,PF,28,MIA,42,595,9.9,0.453,0.331,0.27,4.3,15.3,10.0,19.4,1.6,0.9,15.3,15.0,,0.1,0.7,0.8,0.064,,-2.6,1.0,-1.6,0.1,mcrobjo01,2015-16
364,297,Jodie Meeks,SG,28,DET,3,43,13.5,0.506,0.45,0.2,2.4,10.6,6.3,11.3,0.0,0.0,4.4,23.1,,0.1,0.0,0.1,0.107,,-0.2,-2.8,-2.9,0.0,meeksjo01,2015-16
365,298,Salah Mejri,C,29,DAL,34,397,16.8,0.636,0.013,0.59,11.4,22.6,17.0,3.9,1.0,7.6,19.0,14.0,,0.6,0.7,1.3,0.156,,-1.6,1.8,0.2,0.2,mejrisa01,2015-16
366,299,Jordan Mickey,PF,21,BOS,16,57,15.3,0.398,0.0,0.455,11.0,13.3,12.1,2.6,0.0,15.1,3.6,20.5,,0.0,0.1,0.1,0.068,,-2.6,1.1,-1.5,0.0,mickejo01,2015-16
367,300,Khris Middleton,SG,24,MIL,79,2852,16.8,0.56,0.316,0.273,1.8,10.2,6.0,18.9,2.3,0.6,12.3,23.0,,4.3,1.8,6.1,0.103,,1.2,-0.5,0.6,1.9,middlkh01,2015-16
368,301,C.J. Miles,SF,28,IND,64,1464,14.0,0.547,0.61,0.196,1.9,11.1,6.5,7.0,1.8,1.6,9.2,22.8,,1.2,1.9,3.1,0.103,,0.6,-0.1,0.5,0.9,milescj01,2015-16
369,302,Andre Miller,PG,39,TOT,39,461,13.4,0.6,0.075,0.302,3.1,9.5,6.4,28.3,1.8,0.0,23.6,15.4,,0.6,0.4,1.0,0.1,,-1.4,-0.5,-1.9,0.0,millean02,2015-16
370,302,Andre Miller,PG,39,MIN,26,280,13.7,0.663,0.069,0.328,2.5,7.4,5.0,31.9,1.6,0.0,27.4,14.6,,0.5,0.1,0.5,0.088,,-0.8,-1.3,-2.2,0.0,millean02,2015-16
371,302,Andre Miller,PG,39,SAS,13,181,12.9,0.521,0.083,0.271,3.9,12.8,8.5,22.6,2.0,0.0,18.3,16.6,,0.1,0.3,0.4,0.118,,-2.2,0.9,-1.3,0.0,millean02,2015-16
372,303,Mike Miller,SF,35,DEN,47,373,6.5,0.508,0.839,0.0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,,0.1,0.3,0.3,0.04,,-3.8,1.2,-2.6,0.0,millemi01,2015-16
373,304,Patty Mills,PG,27,SAS,81,1662,14.6,0.541,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,,2.2,2.6,4.8,0.139,,0.8,0.7,1.5,1.5,millspa02,2015-16
374,305,Elijah Millsap,SG,28,UTA,20,173,6.5,0.384,0.308,0.462,4.1,19.5,11.8,16.2,2.1,1.5,16.1,14.9,,-0.2,0.3,0.1,0.033,,-5.9,2.1,-3.8,-0.1,millsel01,2015-16
375,306,Paul Millsap,PF,30,ATL,81,2647,21.3,0.556,0.218,0.383,8.4,21.5,15.1,16.4,2.7,4.1,13.3,24.3,,4.1,6.0,10.1,0.183,,1.5,2.7,4.2,4.1,millspa01,2015-16
376,307,Nikola Mirotić,PF,24,CHI,66,1646,15.6,0.564,0.568,0.297,3.8,19.1,11.6,9.4,1.8,2.0,12.9,21.1,,1.8,2.2,3.9,0.115,,1.0,0.4,1.5,1.5,mirotni01,2015-16
377,308,Nazr Mohammed,C,38,OKC,5,19,6.0,0.68,0.0,0.4,6.1,16.3,11.5,0.0,0.0,0.0,33.8,19.9,,0.0,0.0,0.0,-0.009,,-8.7,-3.0,-11.7,0.0,mohamna01,2015-16
378,309,Greg Monroe,C,25,MIL,79,2314,21.8,0.562,0.001,0.327,10.9,23.4,17.2,13.2,1.6,2.5,10.7,23.5,,5.0,2.4,7.5,0.155,,2.7,-0.6,2.1,2.4,monrogr01,2015-16
379,310,Luis Montero,SG,22,POR,12,42,-2.7,0.337,0.474,0.211,0.0,10.3,5.2,3.5,0.0,0.0,16.2,25.7,,-0.2,0.0,-0.2,-0.238,,-9.8,-5.6,-15.5,-0.1,montelu01,2015-16
380,311,E'Twaun Moore,SG,26,CHI,59,1263,11.4,0.548,0.267,0.09,1.6,9.3,5.5,12.1,1.5,1.0,11.6,15.9,,0.9,1.0,1.8,0.07,,-1.9,0.0,-1.9,0.0,mooreet01,2015-16
381,312,Eric Moreland,PF,24,SAC,8,48,7.4,0.515,0.0,0.667,6.8,17.9,12.4,2.7,0.0,6.7,27.9,9.5,,0.0,0.0,0.0,0.012,,-4.4,-0.1,-4.5,0.0,moreler01,2015-16
382,313,Marcus Morris,SF,26,DET,80,2856,12.7,0.531,0.315,0.287,3.3,12.4,7.7,11.0,1.2,0.6,11.6,18.4,,2.9,2.5,5.4,0.091,,-0.3,0.1,-0.2,1.3,morrima03,2015-16
383,314,Markieff Morris,PF,26,TOT,64,1629,12.2,0.489,0.216,0.205,4.8,19.3,11.9,12.7,1.7,1.7,14.7,24.2,,-1.2,1.7,0.5,0.015,,-2.3,-0.1,-2.4,-0.2,morrima02,2015-16
384,314,Markieff Morris,PF,26,PHO,37,917,10.8,0.456,0.176,0.213,5.0,18.3,11.5,16.1,1.8,1.5,16.0,26.0,,-1.3,0.8,-0.5,-0.029,,-3.1,-0.5,-3.7,-0.4,morrima02,2015-16
385,314,Markieff Morris,PF,26,WAS,27,712,14.0,0.538,0.275,0.192,4.6,20.5,12.4,8.2,1.7,1.9,12.6,21.9,,0.2,0.9,1.1,0.072,,-1.3,0.5,-0.9,0.2,morrima02,2015-16
386,315,Anthony Morrow,SG,30,OKC,68,926,10.7,0.543,0.613,0.117,1.2,5.8,3.6,3.7,1.2,0.4,4.6,16.9,,1.4,0.5,1.9,0.097,,-0.1,-1.0,-1.1,0.2,morroan01,2015-16
387,316,Donatas Motiejūnas,PF,25,HOU,37,547,11.3,0.504,0.278,0.259,7.4,14.6,11.0,12.2,1.5,0.8,16.2,21.4,,0.0,0.3,0.3,0.026,,-2.8,-1.7,-4.5,-0.3,motiedo01,2015-16
388,317,Timofey Mozgov,C,29,CLE,76,1326,14.6,0.593,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15.0,16.1,,1.8,1.9,3.7,0.133,,-1.7,0.3,-1.4,0.2,mozgoti01,2015-16
389,318,Emmanuel Mudiay,PG,19,DEN,68,2068,9.9,0.437,0.256,0.231,1.7,10.9,6.2,29.0,1.6,1.4,17.9,25.7,,-3.3,1.2,-2.1,-0.049,,-2.3,-1.9,-4.2,-1.2,mudiaem01,2015-16
390,319,Shabazz Muhammad,SF,23,MIN,82,1682,15.2,0.548,0.223,0.355,7.0,11.4,9.2,5.2,0.7,0.3,8.2,22.8,,2.6,0.2,2.7,0.077,,0.6,-3.1,-2.5,-0.2,muhamsh01,2015-16
391,320,Xavier Munford,SG,23,MEM,14,244,9.9,0.481,0.299,0.182,1.3,13.7,7.2,14.3,2.7,1.1,15.3,18.0,,-0.2,0.2,0.1,0.017,,-3.1,0.6,-2.5,0.0,munfoxa02,2015-16
392,321,Mike Muscala,C,24,ATL,60,565,13.6,0.576,0.257,0.257,7.5,14.9,11.3,9.1,1.1,3.8,13.8,15.5,,0.7,0.9,1.6,0.136,,-2.1,1.2,-0.9,0.2,muscami01,2015-16
393,322,Larry Nance Jr.,PF,23,LAL,63,1266,13.4,0.544,0.033,0.157,8.3,18.6,13.3,5.7,2.1,1.4,11.3,12.6,,1.3,0.9,2.2,0.083,,-1.7,0.2,-1.5,0.2,nancela02,2015-16
394,323,Shabazz Napier,PG,24,ORL,55,600,9.6,0.46,0.517,0.224,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,,-0.3,0.4,0.1,0.004,,-2.0,-1.0,-3.0,-0.2,napiesh01,2015-16
395,324,Gary Neal,SG,31,WAS,40,807,13.5,0.558,0.308,0.169,1.5,10.2,5.8,9.2,1.2,0.1,7.7,20.5,,0.9,0.5,1.4,0.085,,-0.1,-1.3,-1.5,0.1,nealga01,2015-16
396,325,Jameer Nelson,PG,33,DEN,39,1036,9.5,0.464,0.469,0.114,2.0,10.4,6.2,27.3,1.2,0.4,17.0,16.4,,0.1,0.4,0.5,0.024,,-2.2,-0.8,-3.0,-0.3,nelsoja01,2015-16
397,326,Raul Neto,PG,23,UTA,81,1499,10.2,0.53,0.388,0.167,1.3,8.0,4.7,18.7,2.2,0.1,19.5,17.2,,0.2,1.6,1.8,0.058,,-2.3,0.3,-2.0,0.0,netora01,2015-16
398,327,Andrew Nicholson,PF,26,ORL,56,823,14.8,0.567,0.368,0.21,4.5,22.8,13.5,4.8,0.6,2.2,10.8,20.4,,0.8,0.8,1.6,0.092,,0.0,-1.1,-1.1,0.2,nichoan01,2015-16
399,328,Joakim Noah,C,30,CHI,29,635,14.1,0.406,0.008,0.338,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,,0.0,1.1,1.1,0.079,,-1.5,3.1,1.6,0.6,noahjo01,2015-16
400,329,Nerlens Noel,C,21,PHI,67,1965,16.2,0.544,0.003,0.387,8.2,22.2,15.0,10.5,2.9,3.9,18.7,18.8,,0.3,2.8,3.0,0.074,,-1.7,1.5,-0.2,0.9,noelne01,2015-16
401,330,Lucas Nogueira,C,23,TOR,29,225,15.6,0.642,0.068,0.341,9.3,14.0,11.7,4.9,2.8,4.4,17.9,12.4,,0.3,0.4,0.7,0.154,,-1.7,1.7,0.0,0.1,noguelu01,2015-16
402,331,Steve Novak,PF,32,TOT,10,44,14.4,0.651,0.833,0.056,0.0,12.0,6.2,0.0,0.0,0.0,5.1,19.2,,0.1,0.0,0.1,0.121,,3.5,-2.4,1.2,0.0,novakst01,2015-16
403,331,Steve Novak,PF,32,OKC,7,24,20.8,0.708,0.75,0.0,0.0,17.2,9.1,0.0,0.0,0.0,7.7,23.1,,0.1,0.0,0.1,0.181,,6.6,-1.4,5.2,0.0,novakst01,2015-16
404,331,Steve Novak,PF,32,MIL,3,20,6.7,0.543,1.0,0.167,0.0,5.7,2.9,0.0,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,0.05,,-0.2,-3.5,-3.6,0.0,novakst01,2015-16
405,332,Dirk Nowitzki*,PF,37,DAL,75,2364,19.0,0.555,0.308,0.252,2.4,20.3,11.4,10.1,1.1,1.8,6.4,25.5,,4.2,2.6,6.8,0.138,,2.4,0.1,2.5,2.7,nowitdi01,2015-16
406,333,Jusuf Nurkić,C,21,DEN,32,547,15.9,0.46,0.012,0.409,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,,-0.5,0.9,0.4,0.031,,-3.6,0.7,-2.9,-0.1,nurkiju01,2015-16
407,334,J.J. O'Brien,SF,23,UTA,2,6,1.3,0.0,0.0,0.0,0.0,19.4,9.7,0.0,8.8,0.0,0.0,7.7,,0.0,0.0,0.0,-0.028,,-11.5,5.3,-6.2,0.0,obriejj01,2015-16
408,335,Johnny O'Bryant,PF,22,MIL,66,857,7.4,0.441,0.005,0.191,8.7,14.7,11.7,5.4,1.1,0.8,12.0,13.5,,-0.2,0.4,0.3,0.014,,-4.2,-1.7,-5.9,-0.8,obryajo01,2015-16
409,336,Kyle O'Quinn,PF,25,NYK,65,764,17.5,0.52,0.081,0.221,11.0,24.5,17.9,15.9,1.3,4.9,17.0,21.2,,0.5,1.2,1.6,0.103,,-1.0,1.4,0.4,0.5,oquinky01,2015-16
410,337,Jahlil Okafor,C,20,PHI,53,1591,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,,0.3,0.9,1.2,0.037,,-0.5,-1.8,-2.3,-0.1,okafoja01,2015-16
411,338,Victor Oladipo,SG,23,ORL,72,2379,16.7,0.534,0.291,0.255,2.2,14.0,8.0,18.6,2.4,1.9,12.4,22.9,,2.2,2.7,4.9,0.099,,0.9,0.9,1.7,2.3,oladivi01,2015-16
412,339,Kelly Olynyk,C,24,BOS,69,1395,16.3,0.561,0.378,0.23,5.4,16.2,10.7,11.9,1.8,1.8,10.8,20.9,,2.1,2.0,4.1,0.141,,1.2,0.8,1.9,1.4,olynyke01,2015-16
413,340,Kelly Oubre Jr.,SF,20,WAS,63,671,8.2,0.507,0.374,0.232,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,,-0.3,0.7,0.4,0.031,,-4.6,-0.5,-5.1,-0.5,oubreke01,2015-16
414,341,Zaza Pachulia,C,31,DAL,76,2004,16.2,0.55,0.006,0.587,13.7,25.7,19.7,9.7,1.6,0.9,16.8,16.2,,3.4,2.7,6.0,0.145,,-0.3,0.1,-0.2,0.9,pachuza01,2015-16
415,342,Kostas Papanikolaou,SF,25,DEN,26,294,6.0,0.464,0.485,0.212,3.0,12.3,7.5,7.8,2.2,1.4,22.5,13.9,,-0.4,0.2,-0.1,-0.022,,-4.7,0.2,-4.5,-0.2,papanko01,2015-16
416,343,Jabari Parker,PF,20,MIL,76,2408,14.8,0.535,0.039,0.254,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,,2.4,1.2,3.6,0.072,,-0.4,-1.6,-2.0,0.0,parkeja01,2015-16
417,344,Tony Parker*,PG,33,SAS,72,1980,16.2,0.546,0.092,0.241,1.0,8.8,5.1,29.1,1.4,0.4,14.3,21.2,,2.9,2.9,5.8,0.142,,0.2,0.2,0.4,1.2,parketo01,2015-16
418,345,Chandler Parsons,SF,27,DAL,61,1799,16.2,0.589,0.386,0.209,1.8,15.6,8.7,16.0,1.3,1.0,11.8,20.5,,2.6,1.6,4.3,0.114,,1.8,0.2,2.0,1.8,parsoch01,2015-16
419,346,Lamar Patterson,SG,24,ATL,35,395,5.1,0.468,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,,-0.3,0.5,0.2,0.025,,-5.4,0.3,-5.1,-0.3,pattela01,2015-16
420,347,Patrick Patterson,PF,26,TOR,79,2020,10.6,0.534,0.594,0.069,4.4,14.8,9.7,7.1,1.4,1.3,11.3,12.9,,1.6,2.0,3.6,0.086,,-0.1,0.0,-0.1,1.0,pattepa01,2015-16
421,348,Chris Paul,PG,30,LAC,74,2420,26.2,0.575,0.295,0.294,1.8,12.0,7.0,52.7,3.1,0.4,13.4,27.1,,9.2,3.5,12.7,0.253,,5.9,2.0,7.9,6.0,paulch01,2015-16
422,349,Adreian Payne,PF,24,MIN,52,486,5.6,0.422,0.221,0.179,4.8,21.5,13.3,8.9,1.7,1.8,18.7,17.7,,-0.9,0.4,-0.5,-0.047,,-6.1,-0.2,-6.2,-0.5,paynead01,2015-16
423,350,Cameron Payne,PG,21,OKC,57,698,12.9,0.49,0.399,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,,0.6,0.8,1.4,0.093,,-1.3,0.6,-0.7,0.2,payneca01,2015-16
424,351,Elfrid Payton,PG,21,ORL,73,2145,13.9,0.478,0.126,0.26,3.9,9.6,6.7,32.8,2.1,0.8,17.9,20.4,,0.5,1.7,2.2,0.05,,-0.7,-0.6,-1.2,0.4,paytoel01,2015-16
425,352,Nikola Peković,C,30,MIN,12,156,6.5,0.459,0.0,0.4,5.3,10.3,7.8,10.7,0.3,0.0,13.3,19.5,,-0.1,0.0,-0.1,-0.022,,-5.1,-2.8,-7.9,-0.2,pekovni01,2015-16
426,353,Kendrick Perkins,C,31,NOP,37,542,6.0,0.529,0.0,0.333,4.9,21.8,13.1,7.9,1.0,1.7,32.3,10.4,,-0.4,0.4,-0.1,-0.007,,-5.2,0.2,-5.0,-0.4,perkike01,2015-16
427,354,Paul Pierce*,SF,38,LAC,68,1231,8.2,0.489,0.61,0.166,1.1,15.2,8.2,8.5,1.3,1.1,12.0,17.8,,-0.6,1.4,0.9,0.033,,-3.0,-0.3,-3.3,-0.4,piercpa01,2015-16
428,355,Tibor Pleiß,C,26,UTA,12,82,3.5,0.464,0.08,0.08,8.6,12.8,10.7,4.0,0.6,2.1,23.6,19.1,,-0.2,0.1,-0.1,-0.041,,-10.0,-1.6,-11.6,-0.2,pleisti01,2015-16
429,356,Mason Plumlee,C,25,POR,82,2084,17.2,0.564,0.008,0.648,10.4,22.2,16.3,16.2,1.6,3.2,18.8,17.1,,3.4,2.7,6.1,0.14,,0.0,1.6,1.5,1.9,plumlma01,2015-16
430,357,Miles Plumlee,C,27,MIL,61,870,17.4,0.606,0.0,0.253,12.5,18.0,15.2,2.9,1.2,4.9,13.4,15.5,,1.4,0.8,2.2,0.124,,-0.2,-1.3,-1.5,0.1,plumlmi01,2015-16
431,358,Otto Porter Jr.,SF,22,WAS,75,2276,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,,3.0,2.7,5.6,0.119,,0.3,0.8,1.1,1.8,porteot01,2015-16
432,359,Bobby Portis,PF,20,CHI,62,1102,13.8,0.469,0.119,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,,0.3,1.3,1.5,0.066,,-1.5,-1.8,-3.3,-0.4,portibo01,2015-16
433,360,Kristaps Porziņģis,PF,20,NYK,72,2047,17.7,0.518,0.274,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,,1.5,2.9,4.4,0.102,,0.6,0.3,0.9,1.5,porzikr01,2015-16
434,361,Dwight Powell,PF,24,DAL,69,992,16.8,0.557,0.054,0.48,9.3,20.9,15.1,7.2,1.8,2.0,10.0,18.4,,1.8,1.3,3.1,0.151,,-0.6,0.7,0.1,0.5,poweldw01,2015-16
435,362,Norman Powell,SG,22,TOR,49,725,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,,0.7,0.9,1.6,0.105,,-0.5,0.3,-0.3,0.3,powelno01,2015-16
436,363,Phil Pressey,PG,24,TOT,23,283,10.6,0.433,0.231,0.321,1.1,11.1,6.0,40.7,3.1,1.1,27.0,18.7,,-0.4,0.3,-0.1,-0.017,,-3.3,0.1,-3.2,-0.1,pressph01,2015-16
437,363,Phil Pressey,PG,24,PHI,14,170,11.8,0.437,0.236,0.327,0.0,15.2,7.4,43.2,3.2,0.4,23.2,21.1,,-0.2,0.2,0.0,-0.014,,-3.0,0.3,-2.6,0.0,pressph01,2015-16
438,363,Phil Pressey,PG,24,PHO,9,113,8.6,0.422,0.217,0.304,2.8,4.9,3.8,37.0,3.0,2.2,34.9,15.1,,-0.2,0.1,-0.1,-0.022,,-3.7,-0.2,-3.9,-0.1,pressph01,2015-16
439,364,Ronnie Price,PG,32,PHO,62,1211,9.6,0.517,0.649,0.136,2.2,6.8,4.4,17.9,3.0,0.9,17.9,13.7,,0.4,1.0,1.4,0.056,,-3.2,1.4,-1.8,0.1,pricero01,2015-16
440,365,Pablo Prigioni,PG,38,LAC,59,823,10.2,0.482,0.646,0.054,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,,0.3,1.1,1.5,0.087,,-2.5,2.1,-0.4,0.3,prigipa01,2015-16
441,366,Tayshaun Prince,SF,35,MIN,77,1462,6.3,0.466,0.1,0.083,2.6,9.0,5.8,7.0,1.2,0.7,10.2,8.1,,0.1,0.3,0.4,0.014,,-2.9,-0.1,-3.0,-0.4,princta01,2015-16
442,367,Julius Randle,PF,21,LAL,81,2286,13.9,0.482,0.043,0.323,7.8,32.0,19.5,11.0,1.2,1.0,13.5,21.2,,-0.3,1.9,1.6,0.035,,-1.9,-1.3,-3.2,-0.7,randlju01,2015-16
443,368,Zach Randolph,PF,34,MEM,68,2016,18.3,0.519,0.029,0.238,9.7,20.7,15.0,12.9,1.1,0.6,9.5,24.6,,2.8,1.5,4.3,0.103,,1.4,-1.7,-0.3,0.9,randoza01,2015-16
444,369,JJ Redick,SG,31,LAC,75,2097,17.5,0.632,0.478,0.233,0.5,6.6,3.6,8.6,1.0,0.2,7.4,22.6,,5.3,1.4,6.7,0.154,,3.3,-1.1,2.2,2.2,redicjj01,2015-16
445,370,Willie Reed,C,25,BRK,39,426,19.2,0.579,0.0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,,0.9,0.3,1.2,0.134,,0.4,-0.9,-0.5,0.2,reedwi02,2015-16
446,371,Josh Richardson,SG,22,MIA,52,1107,11.4,0.569,0.423,0.232,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,,1.3,1.2,2.5,0.109,,-1.1,0.7,-0.4,0.5,richajo01,2015-16
447,372,Austin Rivers,SG,23,LAC,67,1464,11.1,0.523,0.359,0.225,1.7,7.9,4.8,10.6,1.6,0.5,9.7,19.4,,0.6,1.3,1.9,0.063,,-2.2,-0.5,-2.7,-0.2,riverau01,2015-16
448,373,Andre Roberson,SG,24,OKC,70,1553,10.2,0.566,0.376,0.197,5.9,11.4,8.8,4.0,1.7,2.0,10.5,9.1,,1.8,1.6,3.4,0.105,,-0.7,1.3,0.5,1.0,roberan03,2015-16
449,374,Brian Roberts,PG,30,TOT,51,470,13.8,0.552,0.255,0.285,1.4,8.2,4.8,18.6,1.1,0.3,11.0,19.8,,0.7,0.3,1.0,0.105,,-0.9,-0.7,-1.6,0.0,roberbr01,2015-16
450,374,Brian Roberts,PG,30,CHO,30,333,13.9,0.552,0.235,0.322,1.3,8.3,4.8,18.7,1.1,0.2,10.9,19.9,,0.5,0.3,0.8,0.108,,-0.9,-0.5,-1.4,0.0,roberbr01,2015-16
451,374,Brian Roberts,PG,30,POR,21,137,13.7,0.551,0.3,0.2,1.6,7.9,4.7,18.5,1.1,0.6,11.4,19.6,,0.2,0.1,0.3,0.096,,-0.8,-1.3,-2.2,0.0,roberbr01,2015-16
452,375,Glenn Robinson III,SF,22,IND,45,508,11.4,0.508,0.245,0.258,2.6,12.0,7.3,7.7,1.7,1.4,9.7,16.1,,0.2,0.6,0.8,0.078,,-1.6,0.5,-1.1,0.1,robingl02,2015-16
453,376,Nate Robinson,PG,31,NOP,2,23,2.6,0.0,1.0,0.0,0.0,0.0,0.0,21.8,2.2,0.0,0.0,1.9,,0.0,0.0,0.0,0.038,,-6.6,2.0,-4.6,0.0,robinna01,2015-16
454,377,Thomas Robinson,PF,24,BRK,71,917,14.5,0.453,0.003,0.375,16.4,27.8,22.0,7.7,2.1,3.2,16.9,19.8,,-0.5,1.1,0.6,0.033,,-2.7,-1.1,-3.8,-0.4,robinth01,2015-16
455,378,Rajon Rondo,PG,29,SAC,72,2537,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48.0,2.7,0.3,24.7,18.8,,2.3,2.3,4.6,0.087,,1.0,0.0,1.0,1.9,rondora01,2015-16
